Codice Articolo,Lob Associata,Nome LOB,Inventario,Descrizione Articolo,Lob Associata Orig Norm,Lob Associata Cleaned,LOB Cleaning Decision
SMT750I,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS 750VA LCD 230V,17001,17001,unchanged
SMT750RMI2UNC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS 750VA LCD RM 2U 230V with Network Card,17001,17001,unchanged
SMTL1000RMI2UC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS agli ioni di litio, profondità ridotta 1000 VA",17001,17001,unchanged
SMTL1500RMI3UC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS Lithium Ion, Short Depth 1500VA, 230V with SmartConnect",17001,17001,unchanged
SMTL2200RMI2UCNC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS, Line Interactive, 2200VA, Lithium-ion, Rackmount 2U",17001,17001,unchanged
SMTL3000RMI2,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS, Lithium-Ion, 3000VA, 230V with SmartConnect Port and NMC",17001,17001,unchanged
SMTL750RMI2UC,17001,SISTEMI SCHNEIDER,Inventario,"APC Smart-UPS Lithium Ion, Short Depth 750VA, 230V with SmartConnect",17001,17001,unchanged
SMVS.1257N.14,1002,CABLAGGIO ALTERNATIVO,Inventario,PROIET. IP LED 59W,1002,1002,unchanged
SMX120BP,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS X 120V Short Depth External Battery Pack Tower/Rack Convertible,17001,17001,unchanged
SM-X210NZAAEUE,3004,CLOUD VARIE HW,Inventario,GALAXY TAB A9+ WIFI 4+64GB,3004,3004,unchanged
SMX2200HVNC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS X 2200VA Short Depth Tower/Rack Convertible LCD 200-240V with Network Card,17001,17001,unchanged
SMX2200RMHV2U,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS X 2200VA Rack/Tower LCD 200-240V,17001,17001,unchanged
SMX3000HVNC,17001,SISTEMI SCHNEIDER,Inventario,APC Smart-UPS X 3000VA Rack/Tower LCD 200-240V,17001,17001,unchanged
SM-X306BZGAEEE,3004,CLOUD VARIE HW,Inventario,Galaxy Tab Active 5 5G EE Rugged,3004,3004,unchanged
SM-X356BZGAEEE,3004,CLOUD VARIE HW,Inventario,Galaxy Tab Active5 Pro 5G (10.1”),3004,3004,unchanged
SM-X-NIM-ADPTR,2003,APPARATI CISCO WAN,Inventario,SM-X Adapter for one NIM module for Cisco 4000 Series ISR,2003,2003,unchanged
SN28-3/14/1.0BK,1002,CABLAGGIO ALTERNATIVO,Inventario,CAVO C14M/C15F 1MT,1002,1002,unchanged
SN74CB3T3257PWR,2015,APPARATI CISCO IOT,Inventario,4-Bit 1-OF-2 FET / CI di commutazione multiplexing,2015,2015,unchanged
SNCA-HRX550/EXT,2013,VIDEOSORVEGLIANZA,Inventario,EXTERNAL DOME HOUSING,2013,2013,unchanged
SNCA-IR40/OUTDR,2013,VIDEOSORVEGLIANZA,Inventario,ILLUMINATORE INFRAROSSO DA ESTERNO,2013,2013,unchanged
SNCA-PM3,2013,VIDEOSORVEGLIANZA,Inventario,ADATTATORE PER MONTAGGIO SU PALO (da usare con SNCWM20G),2013,2013,unchanged
SNCA-POE1,2013,VIDEOSORVEGLIANZA,Inventario,1 PORT MIDSPAN,2013,2013,unchanged
SNCA-PS12/1,2013,VIDEOSORVEGLIANZA,Inventario,"POWER SUPPLY UNIT, DC12V, 1A, INDOOR",2013,2013,unchanged
SNCA-PS24/4,2013,VIDEOSORVEGLIANZA,Inventario,ALIMENTATORE PER INTERNO  24 VAC - 4 A,2013,2013,unchanged
SNCA-PS24/4E,2013,VIDEOSORVEGLIANZA,Inventario,ALIMENTATORE PER USO ESTERNO 24V AC 4 A - BOX IP66,2013,2013,unchanged
SNCA-WMFIX10PC,2013,VIDEOSORVEGLIANZA,Inventario,STAFFE PER TELECAMERE,2013,2013,unchanged
SNCA-WMMD2,2013,VIDEOSORVEGLIANZA,Inventario,"STAFFA CURVA PER MONTAGGIO A MURO SNC-DF80, SSC-CD75 ...",2013,2013,unchanged
SNCA-WMMD3,2013,VIDEOSORVEGLIANZA,Inventario,WALL MOUNT BRACKET DM160 DS66,2013,2013,unchanged
SNC-CH110S,2013,VIDEOSORVEGLIANZA,Inventario,"EXTRA-COMPACT IP CAMERA, SILVER VERSION, HD 720p @ 30 FPS",2013,2013,unchanged
SNC-CH140,2013,VIDEOSORVEGLIANZA,Inventario,"Fixed IP Camera, HD 720p @ 30fps, Day/night, CMOS Exmor 1/3""",2013,2013,unchanged
SNC-CH180,2013,VIDEOSORVEGLIANZA,Inventario,"BULLET EXMOR CMOS 1/3"", IR LED, FORMATO H.264/MPEG4/JPEG",2013,2013,unchanged
SNC-CH210S,2013,VIDEOSORVEGLIANZA,Inventario,"EXMOR CMOS 1/3"" FORMATO H.264/MPEG4/JPEG/ELETRICAL DAY/NIGHT",2013,2013,unchanged
SNC-CS11P,2013,VIDEOSORVEGLIANZA,Inventario,NETWORK CAMERA MODELLO CS11P,2013,2013,unchanged
SNC-CS3P,2013,VIDEOSORVEGLIANZA,Inventario,TELECAMERA FISSA IP SONY COLORI,2013,2013,unchanged
SNC-CS50/OUTDOOR,2013,VIDEOSORVEGLIANZA,Inventario,TELECAMERA IP SNC-CS50+OUTDOOR HOUSING,2013,2013,unchanged
SNC-DF70P,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,TELECAMERA IP MINI FIXED DOME MPEG4 IP66 NIGHT & DAY,4008,4008,unchanged
SNC-DF80P,2013,VIDEOSORVEGLIANZA,Inventario,"INTELLIGENT TLC , MINIFIXED DOME,MULTICODEC, DAY-NIGHT",2013,2013,unchanged
SNC-DH110B.A,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY CLASSE A,2013,2013,unchanged
SNC-DH110W,2013,VIDEOSORVEGLIANZA,Inventario,"Telecamera IP fissa mini-dome extra compatta, versione White",2013,2013,unchanged
SNC-DH120,2013,VIDEOSORVEGLIANZA,Inventario,"EXMOR CMOS 1/3"", FORMATO H.264/MPEG4/JPEG, DAY/NIGHT, POE",2013,2013,unchanged
SNC-DH140,2013,VIDEOSORVEGLIANZA,Inventario,NETOWORK HD MINIDOME CAMERA WITH VIEW-DR TECHNOLOGY,2013,2013,unchanged
SNC-DH160,2013,VIDEOSORVEGLIANZA,Inventario,HD 720P HD 1.3 MEGAPIXLE VANDA IR IP66 HEATER D/N POE,2013,2013,unchanged
SNC-DH180,2013,VIDEOSORVEGLIANZA,Inventario,NETWORK HD VANDAL RES MINIDOME W/IR ILLUMINATOR D/N,2013,2013,unchanged
SNC-DH180.A,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY USATO GRADO A,2013,2013,unchanged
SNC-DH210B.B,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY CLASSE B,2013,2013,unchanged
SNC-DH260,2013,VIDEOSORVEGLIANZA,Inventario,FIXED OUTDOOR MINI DOME IP CAMERA FULL HD,2013,2013,unchanged
SNC-DM160,2013,VIDEOSORVEGLIANZA,Inventario,TLC 1.3 MEGAPIXEL MINIDOME FISSA,2013,2013,unchanged
SNC-EB520.A,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY USATA GRADO A,2013,2013,unchanged
SNC-EB602R,2013,VIDEOSORVEGLIANZA,Inventario,telecamere Sony con garanzia Sony Prime Support 3y,2013,2013,unchanged
SNC-EM600,2013,VIDEOSORVEGLIANZA,Inventario,"Telecamera IP fissa mini-dome, HD 720p  30fps, Day / night,",2013,2013,unchanged
SNC-EM601,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY,2013,2013,unchanged
SNC-EM602RC,2013,VIDEOSORVEGLIANZA,Inventario,"TELEC. IP MINIDOME IP66, ANTIV IK10, HD 720P, DAY/NIGHT IR I",2013,2013,unchanged
SNC-EM632R,2013,VIDEOSORVEGLIANZA,Inventario,"Rugged outdoor Mini-dome IP Camera, Full HD 1080p @ 30fps, W",2013,2013,unchanged
SNC-EM632R.A,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY USATO GRADO A,2013,2013,unchanged
SNC-EP521,2013,VIDEOSORVEGLIANZA,Inventario,TLC IP CUPOLA DAY&NIGHT,2013,2013,unchanged
SNC-EP550/OUTDOOR,2013,VIDEOSORVEGLIANZA,Inventario,SNC-EP550 + SNCA-HRX550/EXT,2013,2013,unchanged
SNC-ER550/OUTDOOR,2013,VIDEOSORVEGLIANZA,Inventario,SNC-ER550 + SNCA-HRX550/EXT,2013,2013,unchanged
SNC-HM662,2013,VIDEOSORVEGLIANZA,Inventario,360 DEGREE HEMI-SPHERICAL 5MP OUTDOOR MINI-DOME IP CAMERA IP,2013,2013,unchanged
SNC-RS84P,2013,VIDEOSORVEGLIANZA,Inventario,RAPID DOME 360° ZOOM 18X,2013,2013,unchanged
SNC-RX570/OUTDOOR,2013,VIDEOSORVEGLIANZA,Inventario,BUNDLE - INTELLIGENT NETWORK CAMERA SNC-RX570+CUSTODIA,2013,2013,unchanged
SNC-RX570P/BC,2013,VIDEOSORVEGLIANZA,Inventario,"SPEED DOME 360°, FORMATO JPEG/MPEG4/H.264 ZOOM 36X D/N BLACK",2013,2013,unchanged
SNC-RZ30P,2013,VIDEOSORVEGLIANZA,Inventario,NETWORK PTZ CAMERA,2013,2013,unchanged
SNC-RZ50P,2013,VIDEOSORVEGLIANZA,Inventario,INTELLIGENT NETWORK CAMERA 360° ZOOM 26xX -BIANCA,2013,2013,unchanged
SNC-VM772R,2013,VIDEOSORVEGLIANZA,Inventario,Rugged outdoor mini dome IP camera,2013,2013,unchanged
SNC-WR602C,2013,VIDEOSORVEGLIANZA,Inventario,"W Series Outdoor Rapid Dome, HD 720p @60fps, View-DR (130dB)",2013,2013,unchanged
SNC-WR632C,2013,VIDEOSORVEGLIANZA,Inventario,"""W Series Outdoor Rapid Dome, Full HD 1080p @60fps,
View-DR",2013,2013,unchanged
SNC-XM631,2013,VIDEOSORVEGLIANZA,Inventario,COMPACT FULLHD MINIDOME IPCAM INDOOR RUGGEDIZED(IK10) POE 11,2013,2013,unchanged
SNC-ZB550,2013,VIDEOSORVEGLIANZA,Inventario,SONY HYBRID CAMERA SNC-ZB5550,2013,2013,unchanged
SNC-ZB550.A,2013,VIDEOSORVEGLIANZA,Inventario,TLC SONY HYBRIDIP HD720P 30FPS DAY NIGHT USATO GRADO A,2013,2013,unchanged
SNF-IL030-050-WB,24001,BUILDING AUTOMATION,Inventario,"ILLUMINATORE 50°, PORTATA FINO a 20MT. CON STAFFA",24001,24001,unchanged
SNRENN47930,1002,CABLAGGIO ALTERNATIVO,Inventario,COLLARE PVC X TUBO 16-32 GR A FASCETTA REGOL,1002,1002,unchanged
SNRPKX16M423,1002,CABLAGGIO ALTERNATIVO,Inventario,SP.MOB.IP44 2PT 16A 220V CR,1002,1002,unchanged
SNRPKY16M423,1002,CABLAGGIO ALTERNATIVO,Inventario,PRESA MOBILE IP44 2PT 16A 220V,1002,1002,unchanged
SNRSL02500,1002,CABLAGGIO ALTERNATIVO,Inventario,SCAT.DERIV. 100X100X50 IP55+ENTR.,1002,1002,unchanged
SNS-3615-K9,3009,SERVER CISCO,Inventario,Small Secure Network Server for ISE Applications,3009,3009,unchanged
SNS-3715-K9,6001,CISCO SECURITY,Inventario,Small Secure Network Server for ISE Applications,6001,6001,unchanged
SNS-3755-K9,6001,CISCO SECURITY,Inventario,Medium Secure Network Server for ISE Applications,6001,6001,unchanged
SNS-HD600G10K12NM6,6001,CISCO SECURITY,Inventario,600GB 12G SAS 10K RPM SFF HDD,6001,6001,unchanged
SNS-PSU1-1200W-2,6001,CISCO SECURITY,Inventario,2nd 1200W Titanium power supply for C-Series Servers,6001,6001,unchanged
SNT-V704,2013,VIDEOSORVEGLIANZA,Inventario,VIDEOCONVERTITORE IP SONY PER 4 TELECAMERE,2013,2013,unchanged
SNVS/500G,3004,CLOUD VARIE HW,Inventario,SSD Kingston SNVS/500G 500 GB M.2,3004,3004,unchanged
SOFTWARE,6009,FORCEPOINT SECURITY,Inventario,SOFTWARE ALLIBO,6009,6009,unchanged
SOFTWAREFACILITY,99001,MERCI C/ACQUISTI,Non in inventario,SOFTWARE PER FACILITY,99001,99001,unchanged
SOL. SUPPORT ATTACH,99006,SMARTNET CISCO,Non in inventario,SOLUTION SUPPORT ATTACH QUOTE,99006,99006,unchanged
SOL. SUPPORT RENEWAL,99006,SMARTNET CISCO,Non in inventario,SOLUTION SUPPORT RENEWAL QUOTE,99006,99006,unchanged
SOLO-200,17009,SISTEMI ANTINCENDIO,Inventario,Attrezzo universale per estrazione rivelatore.,17009,17009,unchanged
SOLO-A10S-001,17009,SISTEMI ANTINCENDIO,Inventario,Bombola di test per sensori di fumo Capacità 250ml   Utilizz,17009,17009,unchanged
SONOPORT,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Sistema di riproduzione audio wireless o su rete ethernet,4009,4009,unchanged
SONOSPORT,4007,INSTALLAZIONE COLLABORATION,Inventario,Sistema di riproduzione audio wireless o su rete ethernet. ,4007,4007,unchanged
SONY PSP.RM-10.2X,3005,CLOUD VARIE SW,Non in inventario,2 Years PrimeSupportElite extension per RM-IP10,3005,3005,unchanged
SONY PSP.SRG.2X,3005,CLOUD VARIE SW,Non in inventario,Estensione garanzia con sost anticipata,3005,3005,unchanged
SONY SRGL-4K,3003,SOFTWARE CITRIX,Inventario,Licenza 4K per telecamere Sony,3003,3003,unchanged
SONY SRG-X400WC,2014,CONTROLLO ACCESSI,Inventario,"telecamera 4k PTZ out HDMI, 3G-SDI + streaming",2014,2014,unchanged
SONY SRG-XP1W,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Installabile a soffitto, HFoV 102°, PoE, HDMI + USB C + StreamIP, 3 anni di garanzia",4009,4009,unchanged
SORBER,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,Tessuto Stampato No Luce 1800x900x50 mm,4009,4009,unchanged
SP 5522 B SPEAKER ST,4007,INSTALLAZIONE COLLABORATION,Inventario,Speaker Stand 35 mm,4007,4007,unchanged
SP00110577,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,"ServerProtect Multiple Server (LL & WIN/NW): Multi-Language, Licence, Renew, Government, 101-250 Use",6012,6012,unchanged
SP00110580,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,ServerProtect Multiple Server  GOV Maint 12 751-1000,6012,6012,unchanged
SP00110582,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,"ServerProtect Multiple Server (LL & WIN/NW): Multi-Language, Licence, Renew, Normal",6012,6012,unchanged
SP01027405,6003,TREND MICRO PRIMA VENDITA,Inventario,ServerProtect for Storage v6.x : New Competitive Upgrade>1000 User License 12 months,6003,6003,unchanged
SP01027775,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,ServerProtect for Storage v6.x : Renew Normal >1000 UserLicense 24 months,6012,6012,unchanged
SP01030489,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,"Server Protect for Storage v6.x : Renew, Government, 101-500",6012,6012,unchanged
SP-0104-H2,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Splitter HDMI con HDCP 2.2 con 1 Ingresso, 4 Uscite - 3840",4009,4009,unchanged
SP-0108-SCL,3004,CLOUD VARIE HW,Inventario,Wyrestorm SP-0108-SCL splitter HDMI 1.8 con scaler,3004,3004,unchanged
SP01210043,6012,RINNOVO SOFTWARE TREND MICRO,Inventario,ServerProtect for Storage v6.x : Renew Normal >1000 User License12 months,6012,6012,unchanged
SP-0208-HDBT-H2,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,"Splitter HDMI con HDCP 2.2 con 2 Ingressi, 8 Uscite ( 6 su HBDT e 2 su HDMI) supporto 4K UHD, HDCP2.",4009,4009,unchanged
SP1018,3004,CLOUD VARIE HW,Inventario,SPEAKER 2 VIE 300W 2W X 2 RMS NERO,3004,3004,unchanged
SP118,1002,CABLAGGIO ALTERNATIVO,Inventario,RICARICA PER SALDATORI A GAS,1002,1002,unchanged
SP200,17009,SISTEMI ANTINCENDIO,Inventario,VENITEM - SIRENA DA INTERNO CON SUONO PER ALLARME E PRE,17009,17009,unchanged
SP-20360901-3,3035,STORAGE HITACHI,Non in inventario,QUOTAZIONE HITACHI SERV. PROF. SP-20360901-3,3035,3035,unchanged
SP20ST,17009,SISTEMI ANTINCENDIO,Inventario,DIRENA DA INTERNO,17009,17009,unchanged
SP3321R,99001,MERCI C/ACQUISTI,Inventario,SYSTIMAX D&E RECERTIFICATION - ON LINE - VALIDITA' 2 ANNI,99001,99001,unchanged
SP339,4009,AUDIO VIDEO - TELEPRESENCE ROOM,Inventario,SUPPORTO TV,4009,4009,unchanged
SP3OPT008,17001,SISTEMI SCHNEIDER,Inventario,"Backfeed Box, 95A 3-phase power contactor, bottom connection, for Easy UPS 3S 10-40kVA",17001,17001,unchanged
SP-422A-R6,3014,SOLUZIONE NETAPP,Inventario,"DISK DRIVE,600GB 10K 6GB 2.5"" SAS,DS2246",3014,3014,unchanged
SP530P LED50S/840,24002,ALTRI IMPIANTI TECNOLOGICI,Inventario,SP530P LED50S/840 POE ACL SW2 L1450 ALU,24002,24002,unchanged
SP532P,24001,BUILDING AUTOMATION,Inventario,SP532P LED47S/840 POE ACL SW2 L1450 ALU,24001,24001,unchanged
SP532PLED47S840POELE,24002,ALTRI IMPIANTI TECNOLOGICI,Inventario,SP532P LED47S/840 POE LE1 SW2 L1450 IP A,24002,24002,unchanged
SP532PLED47S840POELF,24002,ALTRI IMPIANTI TECNOLOGICI,Inventario,SP532P LED47S/840 POE LF1 SW2 L1450 IP A,24002,24002,unchanged
SPA-2X1GE,2003,APPARATI CISCO WAN,Inventario,CISCO 2-POT GIGABIT ETHERNET SHARED PORT ADAPTER,2003,2003,unchanged
SPA-2X1GE-V2,2003,APPARATI CISCO WAN,Inventario,Cisco 2-Port Gigabit Ethernet Shared Port Adapter,2003,2003,unchanged
SPA502G,4001,TELEFONIA IP,Inventario,SB 1 LINE IP PHONE WITH DISPLA POE PC PORT,4001,4001,unchanged
SPA-BLANK,2003,APPARATI CISCO WAN,Inventario,BLANK COVER FOR REGULAR SPA,2003,2003,unchanged
SPACES,6025,SECURITY CISCO IOT,Non in inventario,"Cisco Spaces cloud location, analytics, and IoT platform",6025,6025,unchanged
SPACES-EXT-3Y,2001,APPARATI CISCO WIRELESS,Inventario,Cisco Spaces Extend for Cisco DNA Advantage,2001,2001,unchanged
SPACES-EXT-5Y,2001,APPARATI CISCO WIRELESS,Inventario,Cisco Spaces Extend for Cisco DNA Advantage,2001,2001,unchanged
SPACES-EXT-T,2001,APPARATI CISCO WIRELESS,Inventario,Cisco Spaces Extend Term License for Cisco DNA Advantage,2001,2001,unchanged
SPACES-UL,6025,SECURITY CISCO IOT,Non in inventario,"Cisco Spaces Unlimited License (10,000 Sq Ft )",6025,6025,unchanged
SPA-CS-ANALY-10K-AS,2012,APPARATI ALLOT,Inventario,"CS Net Analytics Lic, per 10K Active Subs",2012,2012,unchanged
SPA-CS-DWH-100G-10T,2012,APPARATI ALLOT,Inventario,"ClearSee Storage 100GB, Up To Maximum 10TB",2012,2012,unchanged
SPA-NC500,4007,INSTALLAZIONE COLLABORATION,Inventario,"Staffa di nuova costruzione, confezione da 6 (DX-IC8, C-IC6LP, DX-IC6LP)",4007,4007,unchanged
SPARK-BOARD55-FSK,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 55 Floor Stand Kit - Freestand,4008,4008,unchanged
SPARK-BOARD55-K9,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 55		,4008,4008,unchanged
SPARK-BOARD55-WMK,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 55 Wall Mount Kit		,4008,4008,unchanged
SPARK-BOARD70-FS,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 70 Floor Stand,4008,4008,unchanged
SPARK-BOARD70-FSK,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 70 Floor Stand Kit - Spare,4008,4008,unchanged
SPARK-BOARD70-K9,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,CISCO SPARK BOARD 70,4008,4008,unchanged
SPARK-BOARD70-WMK,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco Spark Board 70 Wall Mount Kit - Secure mount to wall,4008,4008,unchanged
SPARK-BOARD-PEN3X,4008,CISCO VIDEOCONFERENZA/BOARD,Inventario,Cisco spark board pen for whiteboarding,4008,4008,unchanged
SPB004F,6004,ALTRO SECURITY,Inventario,"Pulsante a fungo verde Flush s/steel exit button, Green Dome",6004,6004,unchanged
SP-C,24001,BUILDING AUTOMATION,Inventario,Controllore Accessi Security Expert 2 varchi,24001,24001,unchanged
SPC BRIDGE MODBUS,24001,BUILDING AUTOMATION,Inventario,SPC Bridge Modbus ,24001,24001,unchanged
SPC MILESTONE LICENC,2013,VIDEOSORVEGLIANZA,Inventario,SPC Milestone Licence 5 SPC,2013,2013,unchanged
SPC4263,1002,CABLAGGIO ALTERNATIVO,Inventario,"RF/COAXIAL ADAPTER, TNC JACK-N JACK",1002,1002,unchanged
SPC53,1016,CONTROLLI ACCESSI,Inventario,"Vanderbilt SPCevo, Grade 3 Intrusion Panel",1016,1016,unchanged
SPC5330.320-L1,2013,VIDEOSORVEGLIANZA,Inventario,"Antintrusione CP,G3 con scheda IP",2013,2013,unchanged
SPC610NC/00,3004,CLOUD VARIE HW,Inventario,WEBCAM ILLUMINATING PC CAMERA USB,3004,3004,unchanged
SP-CABLE-FS-SFP+1,6007,FORTINET SECURITY,Inventario,"10GE SFP+ Passive Direct Attach Cable, 1 m for Systems with SFP+ and SFP/SFP+ slots",6007,6007,unchanged
SPCE652.100,2014,CONTROLLO ACCESSI,Inventario,"Espansione8In/2Out,backtamp.",2014,2014,unchanged
SP-C-IP,17001,SISTEMI SCHNEIDER,Inventario,Controllore Accessi Security Expert 2 varchi IP only. ,17001,17001,unchanged
SPCK620.100,2013,VIDEOSORVEGLIANZA,Inventario,Tastiera Comfort,2013,2013,unchanged
SPC-SW-S,2012,APPARATI ALLOT,Inventario,DDoS Secure Controller,2012,2012,unchanged
SP-C-WEB,24001,BUILDING AUTOMATION,Inventario,"Controllore Sicurezza Web Standalone Security Expert 2 varchi, ",24001,24001,unchanged
SP-D2TC,6007,FORTINET SECURITY,Inventario,2 TB 3.5  SATA hard drive,6007,6007,unchanged
SPD310-100/2500PA,24001,BUILDING AUTOMATION,Inventario,"""Trasmettitore di pressione differenziale aria - uscita 0-10",24001,24001,unchanged
SPD910-1000PA,24001,BUILDING AUTOMATION,Inventario,Pressostato differenziale On/Off SPD910-1000Pa,24001,24001,unchanged
SPD910-500PA,24001,BUILDING AUTOMATION,Inventario,Pressostato differenziale aria on/off; 50-500Pa / IP54 con 2,24001,24001,unchanged
SPE E10A 12-OM4B,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo 12 fibre OM4 50/125 atiroditore guaina LSZH,1002,1002,unchanged
SPE E10A 24-OM4B,1002,CABLAGGIO ALTERNATIVO,Inventario,Cavo 12 fibre OM4 50/125 atiroditore guaina LSZH,1002,1002,unchanged
SPESECONDOMINIALI,99001,MERCI C/ACQUISTI,Non in inventario,SPESE CONDOMINIALI ,99001,99001,unchanged
SPETDUTP6LBOB305,1003,TBD******,Inventario,"UTP 4X2X24AWG CAT.6 ,LSZH BOB.305",1003,1003,unchanged
SPF3XLRM/N,1003,TBD******,Inventario,PRESA XLR 3 POLI METALLO,1003,1003,unchanged
SP-FAP221B-PA,6007,FORTINET SECURITY,Inventario,"AC Power Adaptor for FAP-221B, FAP-223B and FAP-224D",6007,6007,unchanged
SP-FAP400-PA,6007,FORTINET SECURITY,Inventario,"AC Power Adaptor for FAP-U421EV, FAP-U423EV, FAP-S421E,",6007,6007,unchanged
SPFEX12V3APA1EU,6007,FORTINET SECURITY,Inventario,Fortinet-AC power adaptor,6007,6007,unchanged
SP-FG300E-PS,6007,FORTINET SECURITY,Inventario,AC POWER SUPPLY,6007,6007,unchanged
SP-FG30E-PA-EU,6007,FORTINET SECURITY,Inventario,"AC power adaptor with EU power plug for FG-50E, FG-51E, FWF-50E, FWF-51E, FG-30E, FWF-30E",6007,6007,unchanged
SP-FG400F-PS,6007,FORTINET SECURITY,Inventario,"""AC power supply for FG-400/401F, FG-600/601F, power cable SP-FGPCOR-XX sold separately""",6007,6007,unchanged
SP-FG80E-POE-PDC,6007,FORTINET SECURITY,Inventario,"AC power adaptor for FG-60E-POE, FG-80E-POE, FG-81E-POE, power cable SP-FG60CPCOR-XX sold separately",6007,6007,unchanged
SP-FG80-PDC,6007,FORTINET SECURITY,Inventario,AC POWER ADAPTOR FOR FG/FWF-80C/CM,6007,6007,unchanged
SPFGPCORC13-C14-5,6007,FORTINET SECURITY,Inventario,"Fortinet-SP-FGPCORC13-C14-5-Pack of 5, 6ft power cords for rack PDU, 15A, TYPE C13-to-C14, for appli",6007,6007,unchanged
SP-FGPCORC13-C14-5,6007,FORTINET SECURITY,Inventario,"Pack of 5, 6ft power cords for rack PDU, 15A, TYPE C13-to-C14, for appliance that uses C13 input soc",6007,6007,unchanged
SP-FGPCORC15-EU,6007,FORTINET SECURITY,Inventario,"Power cord, 10A250V TYPE-F/C15, EU 6ft power cord, C14 inlet, 15A125V EU, PSE BLACK ROHS-6, for FG-3",6007,6007,unchanged
SP-IO84,24001,BUILDING AUTOMATION,Inventario,"""Modulo di espansione Security Expert 8 ingressi allarme e 4",24001,24001,unchanged
SPM3XLRM/N,1002,CABLAGGIO ALTERNATIVO,Inventario,SPINA XLR 3 POLI METALLO,1002,1002,unchanged
SPM503.3,1003,TBD******,Inventario,SCATOLA MONOBL. 3MOD. BIANCO PURO,1003,1003,unchanged
SPM503.6,1003,TBD******,Inventario,SCATOLA PORTAPPAR. A 3 MODULI,1003,1003,unchanged
SP-NSGL100-1YR,6004,ALTRO SECURITY,Non in inventario,"Smart Polling - NSG-L-100 - 1 Year Includes support, prepaid",6004,6004,unchanged
SPP110-1600KPA,1011,BUILDING AUTOMATION,Inventario,Trasmettitore di pressione aria/acqua 0-10 V DC; 24Vac; 0-1600kPa con 2m tubo ed adattatore,1011,1011,unchanged
SP-PSU 8A,24001,BUILDING AUTOMATION,Inventario,Alimentatore intelligente 8A Security Expert per controllore accessi SP-C,24001,24001,unchanged
SP-PSU-4A,24001,BUILDING AUTOMATION,Inventario,Alimentatore intelligente 4A Security Expert per controllore,24001,24001,unchanged
SP-PSU-8A,1011,BUILDING AUTOMATION,Inventario,ALIMENTATORE intelligente 8A Security Expert,1011,1011,unchanged
SPRA7IX,3004,CLOUD VARIE HW,Inventario,TC M90P COREI5/4GB/500GB/WIN7PRO,3004,3004,unchanged
SP-RACKTRAY-02,6007,FORTINET SECURITY,Inventario,Rack mount tray for FortiGate E series desktop models,6007,6007,unchanged
SP-RDM2,1011,BUILDING AUTOMATION,Inventario,Modulo di espansione Security Expert 2 varchi per controllor,1011,1011,unchanged
SPRT,6009,FORCEPOINT SECURITY,Non in inventario,Support,6009,6009,unchanged
SPRT-R,6016,RINNOVO FORCEPOINT SECURITY,Inventario,,6016,6016,unchanged
SPRT-R.,6016,RINNOVO FORCEPOINT SECURITY,Non in inventario,Support,6016,6016,unchanged
SPS6X88-C,1008,CABLAGGIO PANDUIT,Inventario,"8-position, 8-wire modular plug, for use with panduit TX6A c",1008,1008,unchanged
SP-SLNK-IPBASE,4001,TELEFONIA IP,Inventario,Spectralink IP-DECT Base Station 1.8Ghz,4001,4001,unchanged
